,student_id,language,overall_score,exam_score,raw_sentence,error_type,error_length,correction_length,correct_error_index,correct_sentence,correct_trigram,correct_trigram_tags,correct_trigram_deps,correct_trigram_poss,correct_trigram_tag_0,correct_trigram_tag_1,correct_trigram_tag_2,correct_trigram_dep_0,correct_trigram_dep_1,correct_trigram_dep_2,incorrect_error_index,incorrect_sentence,incorrect_trigram,incorrect_trigram_tags,incorrect_trigram_deps,incorrect_trigram_poss,incorrect_trigram_tag_0,incorrect_trigram_tag_1,incorrect_trigram_tag_2,incorrect_trigram_dep_0,incorrect_trigram_dep_1,incorrect_trigram_dep_2,0_0_tag,0_1_tag,0_2_tag,1_0_tag,1_1_tag,1_2_tag,2_0_tag,2_1_tag,2_2_tag,0_0_dep,0_1_dep,0_2_dep,1_0_dep,1_1_dep,1_2_dep,2_0_dep,2_1_dep,2_2_dep
273,TR124*0102*2000*01,Chinese,16.0,2.1,"That evening we <NS type=""TV""><i>don't</i><c>didn't</c></NS> want to have our supper before the show<NS type=""MP""><c>.</c></NS> Anyway I <NS type=""SX""><i>though</i><c>thought</c></NS> it <NS type=""TV""><i>will</i><c>would</c></NS> be too early to eat and also <NS type=""R"">because the <NS type=""RP""><i>time table</i><c>timetable</c></NS> or <NS type=""S""><i>canidates</i><c>candidates</c></NS> you give me have say</NS>: ""visit our theatre restaurant after the show"". <NS type=""RP""><i>so</i><c>So</c></NS> we did, but <NS type=""S""><i>unforturnily</i><c>unfortunately</c></NS> it was <NS type=""RJ""><i>close</i><c>closed</c></NS> and I was so <NS type=""S""><i>dissapointed</i><c>disappointed</c></NS> about it, <NS type=""SX""><i>nor</i><c>not</c></NS> only <NS type=""RC""><i>that</i><c>because</c></NS> we <NS type=""TV""><i>have</i><c>had</c></NS> expected Danny Brook and Tina Truelove to <NS type=""R"">be the actor of starring</NS>. Also I don't really mind that the show <NS type=""TV""><i><NS type=""AGV""><i>start</i><c>starts</c></NS></i><c>started</c></NS> late but the <NS type=""R""><NS type=""DN"">rute</NS> of that evening was <NS type=""DV"">rucented</NS></NS>. And there were no discounts when you <NS type=""TV""><i>say</i><c>said</c></NS> there <NS type=""TV""><i>is</i><c>would be</c></NS>! Why is it <NS type=""RP""><i>every thing</i><c>everything</c></NS> that <NS type=""R"">on the <NS type=""DN"">canidates</NS></NS> <NS type=""AGV""><i>were</i><c>was</c></NS> wrong and different <NS type=""MT""><c>from</c></NS> what we <NS type=""RV""><i>had</i><c>experienced</c></NS>. We don't expect <NS type=""R"">much bad</NS> to <NS type=""FV""><i>happened</i><c>happen</c></NS> <NS type=""RT""><i>in</i><c>on</c></NS> our <NS type=""S""><i>hoilday</i><c>holiday</c></NS>, but this was <NS type=""R""><NS type=""MD""><c>a</c></NS> <NS type=""S""><i>perfectic</i><c>perfect</c></NS> show as well</NS>, it was the <NS type=""IJ""><i>worstest</i><c>worst</c></NS> show and theatre I have <NS type=""RY""><i>never</i><c>ever</c></NS> been <NS type=""MT""><c>to</c></NS> in my life.",DV,1,1,100,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was | . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ","['.', 'And', 'there']",. CC EX,punct cc expl,PUNCT CCONJ PRON,.,CC,EX,punct,cc,expl,100,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was | rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ","['rucented', '.', 'And']",VBN . CC,conj punct cc,VERB PUNCT CCONJ,VBN,.,CC,conj,punct,cc,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
274,TR124*0102*2000*01,Chinese,16.0,2.1,"That evening we <NS type=""TV""><i>don't</i><c>didn't</c></NS> want to have our supper before the show<NS type=""MP""><c>.</c></NS> Anyway I <NS type=""SX""><i>though</i><c>thought</c></NS> it <NS type=""TV""><i>will</i><c>would</c></NS> be too early to eat and also <NS type=""R"">because the <NS type=""RP""><i>time table</i><c>timetable</c></NS> or <NS type=""S""><i>canidates</i><c>candidates</c></NS> you give me have say</NS>: ""visit our theatre restaurant after the show"". <NS type=""RP""><i>so</i><c>So</c></NS> we did, but <NS type=""S""><i>unforturnily</i><c>unfortunately</c></NS> it was <NS type=""RJ""><i>close</i><c>closed</c></NS> and I was so <NS type=""S""><i>dissapointed</i><c>disappointed</c></NS> about it, <NS type=""SX""><i>nor</i><c>not</c></NS> only <NS type=""RC""><i>that</i><c>because</c></NS> we <NS type=""TV""><i>have</i><c>had</c></NS> expected Danny Brook and Tina Truelove to <NS type=""R"">be the actor of starring</NS>. Also I don't really mind that the show <NS type=""TV""><i><NS type=""AGV""><i>start</i><c>starts</c></NS></i><c>started</c></NS> late but the <NS type=""R""><NS type=""DN"">rute</NS> of that evening was <NS type=""DV"">rucented</NS></NS>. And there were no discounts when you <NS type=""TV""><i>say</i><c>said</c></NS> there <NS type=""TV""><i>is</i><c>would be</c></NS>! Why is it <NS type=""RP""><i>every thing</i><c>everything</c></NS> that <NS type=""R"">on the <NS type=""DN"">canidates</NS></NS> <NS type=""AGV""><i>were</i><c>was</c></NS> wrong and different <NS type=""MT""><c>from</c></NS> what we <NS type=""RV""><i>had</i><c>experienced</c></NS>. We don't expect <NS type=""R"">much bad</NS> to <NS type=""FV""><i>happened</i><c>happen</c></NS> <NS type=""RT""><i>in</i><c>on</c></NS> our <NS type=""S""><i>hoilday</i><c>holiday</c></NS>, but this was <NS type=""R""><NS type=""MD""><c>a</c></NS> <NS type=""S""><i>perfectic</i><c>perfect</c></NS> show as well</NS>, it was the <NS type=""IJ""><i>worstest</i><c>worst</c></NS> show and theatre I have <NS type=""RY""><i>never</i><c>ever</c></NS> been <NS type=""MT""><c>to</c></NS> in my life.",DN,1,1,121,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the | was wrong and different from what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ","['was', 'wrong', 'and']",VBD JJ CC,relcl acomp cc,AUX ADJ CCONJ,VBD,JJ,CC,relcl,acomp,cc,121,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the | canidates was wrong and different from what we experienced. We don't expect much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ","['canidates', 'was', 'wrong']",NNS VBD JJ,pobj relcl acomp,NOUN AUX ADJ,NNS,VBD,JJ,pobj,relcl,acomp,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
275,TR124*0102*2000*01,Chinese,16.0,2.1,"That evening we <NS type=""TV""><i>don't</i><c>didn't</c></NS> want to have our supper before the show<NS type=""MP""><c>.</c></NS> Anyway I <NS type=""SX""><i>though</i><c>thought</c></NS> it <NS type=""TV""><i>will</i><c>would</c></NS> be too early to eat and also <NS type=""R"">because the <NS type=""RP""><i>time table</i><c>timetable</c></NS> or <NS type=""S""><i>canidates</i><c>candidates</c></NS> you give me have say</NS>: ""visit our theatre restaurant after the show"". <NS type=""RP""><i>so</i><c>So</c></NS> we did, but <NS type=""S""><i>unforturnily</i><c>unfortunately</c></NS> it was <NS type=""RJ""><i>close</i><c>closed</c></NS> and I was so <NS type=""S""><i>dissapointed</i><c>disappointed</c></NS> about it, <NS type=""SX""><i>nor</i><c>not</c></NS> only <NS type=""RC""><i>that</i><c>because</c></NS> we <NS type=""TV""><i>have</i><c>had</c></NS> expected Danny Brook and Tina Truelove to <NS type=""R"">be the actor of starring</NS>. Also I don't really mind that the show <NS type=""TV""><i><NS type=""AGV""><i>start</i><c>starts</c></NS></i><c>started</c></NS> late but the <NS type=""R""><NS type=""DN"">rute</NS> of that evening was <NS type=""DV"">rucented</NS></NS>. And there were no discounts when you <NS type=""TV""><i>say</i><c>said</c></NS> there <NS type=""TV""><i>is</i><c>would be</c></NS>! Why is it <NS type=""RP""><i>every thing</i><c>everything</c></NS> that <NS type=""R"">on the <NS type=""DN"">canidates</NS></NS> <NS type=""AGV""><i>were</i><c>was</c></NS> wrong and different <NS type=""MT""><c>from</c></NS> what we <NS type=""RV""><i>had</i><c>experienced</c></NS>. We don't expect <NS type=""R"">much bad</NS> to <NS type=""FV""><i>happened</i><c>happen</c></NS> <NS type=""RT""><i>in</i><c>on</c></NS> our <NS type=""S""><i>hoilday</i><c>holiday</c></NS>, but this was <NS type=""R""><NS type=""MD""><c>a</c></NS> <NS type=""S""><i>perfectic</i><c>perfect</c></NS> show as well</NS>, it was the <NS type=""IJ""><i>worstest</i><c>worst</c></NS> show and theatre I have <NS type=""RY""><i>never</i><c>ever</c></NS> been <NS type=""MT""><c>to</c></NS> in my life.",R,2,1,135,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect | to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ","['to', 'happen', 'on']",TO VB IN,aux xcomp prep,PART VERB ADP,TO,VB,IN,aux,xcomp,prep,135,"That evening we didn't want to have our supper before the show. Anyway I thought it would be too early to eat and also because the timetable or candidates you give me have say : ""visit our theatre restaurant after the show"". So we did, but unfortunately it was closed and I was so disappointed about it, not only because we had expected Danny Brook and Tina Truelove to be the actor of starring . Also I don't really mind that the show started late but the rute of that evening was rucented . And there were no discounts when you said there would be! Why is it everything that on the canidates was wrong and different from what we experienced. We don't expect | much bad to happen on our holiday, but this was a perfect show as well , it was the worst show and theatre I have ever been to in my life. ","['much', 'bad', 'to']",RB JJ TO,advmod dobj aux,ADV ADJ PART,RB,JJ,TO,advmod,dobj,aux,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
276,TR124*0102*2000*01,Chinese,16.0,2.1,"P.S. <NS type=""RP""><i>please</i><c>Please</c></NS> would you <NS type=""UV""><i>like</i></NS> <NS type=""FV""><i>to explain</i><c>explain</c></NS> why <NS type=""M""><c>this happened</c></NS>? We would like our money back<NS type=""MP""><c>,</c></NS> please<NS type=""MP""><c>,</c></NS> because <NS type=""RP""><i>every thing</i><c>everything</c></NS> <NS type=""TV""><i>gone</i><c>went</c></NS> wrong<NS type=""RP""><i>, the</i><c>. The</c></NS> atmosphere totally <NS type=""RV"">chanced</NS>!",RV,1,1,26,"P.S. Please would you explain why this happened? We would like our money back, please, because everything went wrong. The atmosphere totally | ! ","['!', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,26,"P.S. Please would you explain why this happened? We would like our money back, please, because everything went wrong. The atmosphere totally | chanced! ","['chanced', '!', '_']",VBD . _,ROOT punct _,VERB PUNCT _,VBD,.,_,ROOT,punct,_,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
277,TR124*0102*2000*01,Chinese,16.0,1.3,"<NS type=""R""><i>In order</i><c>To help us</c></NS> to live happily<NS type=""MP""><c>,</c></NS> <NS type=""UD""><i>the</i></NS> <NS type=""FN""><i><NS type=""S""><i>sciencetist</i><c>scientist</c></NS></i><c>scientists</c></NS> can easily <NS type=""S""><i>perdict</i><c>predict</c></NS> <NS type=""R"">the changes on earth</NS>, so <NS type=""RC""><i>than</i><c>that</c></NS> we can have time to <NS type=""S""><i>perpare</i><c>prepare</c></NS> or <NS type=""DV""><i>defence</i><c>defend</c></NS> <NS type=""DA""><i>our self</i><c>ourselves</c></NS> from <NS type=""UD""><i>the</i></NS> <NS type=""RP""><i>Natural</i><c>natural</c></NS> <NS type=""S""><i>diseasters</i><c>disasters</c></NS>.",R,4,1,11,"To help us to live happily, scientists can easily predict | , so that we can have time to prepare or defend ourselves from natural disasters. ","[',', 'so', 'that']",", IN IN",punct mark mark,PUNCT SCONJ SCONJ,",",IN,IN,punct,mark,mark,11,"To help us to live happily, scientists can easily predict | the changes on earth, so that we can have time to prepare or defend ourselves from natural disasters. ","['the', 'changes', 'on']",DT NNS IN,det dobj prep,DET NOUN ADP,DT,NNS,IN,det,dobj,prep,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
278,TR124*0102*2000*01,Chinese,16.0,1.3,"<NS type=""R"">Communication <NS type=""S""><i>techology</i><c>technology</c></NS><NS type=""MP""><c>,</c></NS> e.g. internet (networks)<NS type=""R""><i>,</i><c> and</c></NS> <NS type=""S""><i>moible</i><c>mobile</c></NS> phones</NS>. In <NS type=""UD""><i>the</i></NS> wars <NS type=""S"">soilors</NS> <NS type=""UV""><i>were</i></NS> communicate with <NS type=""S""><i>moible</i><c>mobile</c></NS> phones <NS type=""R"">though places to place</NS> to get or give information about <NS type=""DA""><i>them self</i><c>themselves</c></NS> and the <NS type=""FN""><i><NS type=""IN""><i><NS type=""S""><i>enarmys</i><c>enemys</c></NS></i><c>enemies</c></NS></i><c>enemy</c></NS>.",S,1,1,14,"Communication technology, e.g. internet (networks) and mobile phones . In wars | communicate with mobile phones though places to place to get or give information about themselves and the enemies enemy . ","['communicate', 'with', 'mobile']",VBP IN JJ,ROOT prep amod,VERB ADP ADJ,VBP,IN,JJ,ROOT,prep,amod,14,"Communication technology, e.g. internet (networks) and mobile phones . In wars | soilors communicate with mobile phones though places to place to get or give information about themselves and the enemies enemy . ","['soilors', 'communicate', 'with']",NNS VBP IN,nsubj ROOT prep,NOUN VERB ADP,NNS,VBP,IN,nsubj,ROOT,prep,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
279,TR124*0102*2000*01,Chinese,16.0,1.3,"<NS type=""R"">Communication <NS type=""S""><i>techology</i><c>technology</c></NS><NS type=""MP""><c>,</c></NS> e.g. internet (networks)<NS type=""R""><i>,</i><c> and</c></NS> <NS type=""S""><i>moible</i><c>mobile</c></NS> phones</NS>. In <NS type=""UD""><i>the</i></NS> wars <NS type=""S"">soilors</NS> <NS type=""UV""><i>were</i></NS> communicate with <NS type=""S""><i>moible</i><c>mobile</c></NS> phones <NS type=""R"">though places to place</NS> to get or give information about <NS type=""DA""><i>them self</i><c>themselves</c></NS> and the <NS type=""FN""><i><NS type=""IN""><i><NS type=""S""><i>enarmys</i><c>enemys</c></NS></i><c>enemies</c></NS></i><c>enemy</c></NS>.",R,4,1,19,"Communication technology, e.g. internet (networks) and mobile phones . In wars soilors communicate with mobile phones | to get or give information about themselves and the enemies enemy . ","['to', 'get', 'or']",TO VB CC,aux advcl cc,PART AUX CCONJ,TO,VB,CC,aux,advcl,cc,19,"Communication technology, e.g. internet (networks) and mobile phones . In wars soilors communicate with mobile phones | though places to place to get or give information about themselves and the enemies enemy . ","['though', 'places', 'to']",IN NNS TO,mark advcl prep,SCONJ NOUN PART,IN,NNS,TO,mark,advcl,prep,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
308,TR444*0102*2000*01,Chinese,20.0,2.3T,"There are a lot of differences between the details of the musical show <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement and <NS type=""R"">the ones it actually was</NS>. Firstly the <NS type=""AGN""><i><NS type=""RN""><i>starring</i><c>star</c></NS></i><c>stars</c></NS> <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement were Danny Brook and Tina Truelove, while there were different actors <NS type=""RT""><i>on</i><c>in</c></NS> the musical show. Secondly <NS type=""R"">time starts</NS> at 19:30 on the <NS type=""S""><i>leafet</i><c>leaflet</c></NS> but it actually started at 20:15. Thirdly it said there were discounts available <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement<NS type=""RP""><i>, however</i><c>. However</c></NS>, there <NS type=""AGV""><i>was</i><c>were</c></NS> not any at all. Finally it said we could visit your theatre restaurant after the show but it was <NS type=""S""><i>colsed</i><c>closed</c></NS> because <NS type=""R"">your excuse of being used at that moment</NS>.",R,5,1,17,"There are a lot of differences between the details of the musical show in the advertisement and | . Firstly the stars in the advertisement were Danny Brook and Tina Truelove, while there were different actors in the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available in the advertisement. However, there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ","['.', 'Firstly', 'the']",. RB DT,punct advmod det,PUNCT ADV DET,.,RB,DT,punct,advmod,det,17,"There are a lot of differences between the details of the musical show in the advertisement and | the ones it actually was. Firstly the stars in the advertisement were Danny Brook and Tina Truelove, while there were different actors in the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available in the advertisement. However, there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ","['the', 'ones', 'it']",DT NNS PRP,det conj nsubj,DET NOUN PRON,DT,NNS,PRP,det,conj,nsubj,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
309,TR444*0102*2000*01,Chinese,20.0,2.3T,"There are a lot of differences between the details of the musical show <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement and <NS type=""R"">the ones it actually was</NS>. Firstly the <NS type=""AGN""><i><NS type=""RN""><i>starring</i><c>star</c></NS></i><c>stars</c></NS> <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement were Danny Brook and Tina Truelove, while there were different actors <NS type=""RT""><i>on</i><c>in</c></NS> the musical show. Secondly <NS type=""R"">time starts</NS> at 19:30 on the <NS type=""S""><i>leafet</i><c>leaflet</c></NS> but it actually started at 20:15. Thirdly it said there were discounts available <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement<NS type=""RP""><i>, however</i><c>. However</c></NS>, there <NS type=""AGV""><i>was</i><c>were</c></NS> not any at all. Finally it said we could visit your theatre restaurant after the show but it was <NS type=""S""><i>colsed</i><c>closed</c></NS> because <NS type=""R"">your excuse of being used at that moment</NS>.",R,2,1,47,"There are a lot of differences between the details of the musical show in the advertisement and the ones it actually was . Firstly the stars in the advertisement were Danny Brook and Tina Truelove, while there were different actors in the musical show. Secondly | at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available in the advertisement. However, there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ","['at', '19:30', 'on']",IN CD IN,prep pobj prep,ADP NUM ADP,IN,CD,IN,prep,pobj,prep,47,"There are a lot of differences between the details of the musical show in the advertisement and the ones it actually was . Firstly the stars in the advertisement were Danny Brook and Tina Truelove, while there were different actors in the musical show. Secondly | time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available in the advertisement. However, there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because your excuse of being used at that moment . ","['time', 'starts', 'at']",NN VBZ IN,nsubj ROOT prep,NOUN VERB ADP,NN,VBZ,IN,nsubj,ROOT,prep,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
310,TR444*0102*2000*01,Chinese,20.0,2.3T,"There are a lot of differences between the details of the musical show <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement and <NS type=""R"">the ones it actually was</NS>. Firstly the <NS type=""AGN""><i><NS type=""RN""><i>starring</i><c>star</c></NS></i><c>stars</c></NS> <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement were Danny Brook and Tina Truelove, while there were different actors <NS type=""RT""><i>on</i><c>in</c></NS> the musical show. Secondly <NS type=""R"">time starts</NS> at 19:30 on the <NS type=""S""><i>leafet</i><c>leaflet</c></NS> but it actually started at 20:15. Thirdly it said there were discounts available <NS type=""RT""><i>on</i><c>in</c></NS> the advertisement<NS type=""RP""><i>, however</i><c>. However</c></NS>, there <NS type=""AGV""><i>was</i><c>were</c></NS> not any at all. Finally it said we could visit your theatre restaurant after the show but it was <NS type=""S""><i>colsed</i><c>closed</c></NS> because <NS type=""R"">your excuse of being used at that moment</NS>.",R,8,1,98,"There are a lot of differences between the details of the musical show in the advertisement and the ones it actually was . Firstly the stars in the advertisement were Danny Brook and Tina Truelove, while there were different actors in the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available in the advertisement. However, there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,98,"There are a lot of differences between the details of the musical show in the advertisement and the ones it actually was . Firstly the stars in the advertisement were Danny Brook and Tina Truelove, while there were different actors in the musical show. Secondly time starts at 19:30 on the leaflet but it actually started at 20:15. Thirdly it said there were discounts available in the advertisement. However, there were not any at all. Finally it said we could visit your theatre restaurant after the show but it was closed because | your excuse of being used at that moment. ","['your', 'excuse', 'of']",PRP$ NN IN,poss pobj prep,DET NOUN ADP,PRP$,NN,IN,poss,pobj,prep,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,TR444*0102*2000*01,Chinese,20.0,2.3T,"It said <NS type=""RT""><i>on</i><c>in</c></NS> the <NS type=""S""><i>leafet</i><c>leaflet</c></NS> that <NS type=""R""><i>your</i><c>this would be a</c></NS> perfect evening out, while it was not <NS type=""MA""><c>that</c></NS> at all. I felt very <NS type=""RJ""><i>disappointing</i><c>disappointed</c></NS> after seeing the music show in your theatre. <NS type=""R"">As I said the reasons above</NS>, I want to ask for <NS type=""MD""><c>my</c></NS> money back! I look forwards to hearing from you.",R,6,1,35,"It said in the leaflet that this would be a perfect evening out, while it was not that at all. I felt very disappointed after seeing the music show in your theatre. | , I want to ask for my money back! I look forwards to hearing from you. ","[',', 'I', 'want']",", PRP VBP",punct nsubj ROOT,PUNCT PRON VERB,",",PRP,VBP,punct,nsubj,ROOT,35,"It said in the leaflet that this would be a perfect evening out, while it was not that at all. I felt very disappointed after seeing the music show in your theatre. | As I said the reasons above, I want to ask for my money back! I look forwards to hearing from you. ","['As', 'I', 'said']",IN PRP VBD,mark nsubj advcl,SCONJ PRON VERB,IN,PRP,VBD,mark,nsubj,advcl,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
313,TR98*0102*2000*01,Chinese,26.0,4.2,"I am writing to you to complain about the show which I saw last Friday at your theatre. The show was called 'Over the <NS type=""RP""><i>rainbow</i><c>Rainbow</c></NS>'<NS type=""MP""><c>.</c></NS> I was not pleased with the way that <NS type=""MA""><c>it</c></NS> was <NS type=""RV"">set out</NS>.",RV,2,1,39,I am writing to you to complain about the show which I saw last Friday at your theatre. The show was called 'Over the Rainbow'. I was not pleased with the way that it was | . ,"['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,39,I am writing to you to complain about the show which I saw last Friday at your theatre. The show was called 'Over the Rainbow'. I was not pleased with the way that it was | set out. ,"['set', 'out', '.']",VBN RP .,relcl prt punct,VERB ADP PUNCT,VBN,RP,.,relcl,prt,punct,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
314,TR98*0102*2000*01,Chinese,26.0,4.2,"Furthermore, the <NS type=""RJ"">original</NS> actor was Danny Brook but <NS type=""R"">it changed to a different actor</NS> <NS type=""AGA""><i>which</i><c>who</c></NS> acted terribly and was very disappointing. Last of all, it <NS type=""TV""><i>said</i><c>says</c></NS> in your advertisement that there is a theatre restaurant <NS type=""MJ""><c>open</c></NS> after the show but it turned out to be closed because it was <NS type=""TV""><i>redecorating</i><c>being redecorated</c></NS> and no <NS type=""S""><i>annocement</i><c>announcement</c></NS> was made.",RJ,1,1,3,"Furthermore, the | actor was Danny Brook but it changed to a different actor who acted terribly and was very disappointing. Last of all, it says in your advertisement that there is a theatre restaurant open after the show but it turned out to be closed because it was being redecorated and no announcement was made. ","['actor', 'was', 'Danny']",NN VBD NNP,nsubj ROOT compound,NOUN AUX PROPN,NN,VBD,NNP,nsubj,ROOT,compound,3,"Furthermore, the | original actor was Danny Brook but it changed to a different actor who acted terribly and was very disappointing. Last of all, it says in your advertisement that there is a theatre restaurant open after the show but it turned out to be closed because it was being redecorated and no announcement was made. ","['original', 'actor', 'was']",JJ NN VBD,amod nsubj ROOT,ADJ NOUN AUX,JJ,NN,VBD,amod,nsubj,ROOT,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
315,TR98*0102*2000*01,Chinese,26.0,4.2,"Furthermore, the <NS type=""RJ"">original</NS> actor was Danny Brook but <NS type=""R"">it changed to a different actor</NS> <NS type=""AGA""><i>which</i><c>who</c></NS> acted terribly and was very disappointing. Last of all, it <NS type=""TV""><i>said</i><c>says</c></NS> in your advertisement that there is a theatre restaurant <NS type=""MJ""><c>open</c></NS> after the show but it turned out to be closed because it was <NS type=""TV""><i>redecorating</i><c>being redecorated</c></NS> and no <NS type=""S""><i>annocement</i><c>announcement</c></NS> was made.",R,6,1,9,"Furthermore, the original actor was Danny Brook but | who acted terribly and was very disappointing. Last of all, it says in your advertisement that there is a theatre restaurant open after the show but it turned out to be closed because it was being redecorated and no announcement was made. ","['who', 'acted', 'terribly']",WP VBD RB,nsubj conj advmod,PRON VERB ADV,WP,VBD,RB,nsubj,conj,advmod,9,"Furthermore, the original actor was Danny Brook but | it changed to a different actor who acted terribly and was very disappointing. Last of all, it says in your advertisement that there is a theatre restaurant open after the show but it turned out to be closed because it was being redecorated and no announcement was made. ","['it', 'changed', 'to']",PRP VBD IN,nsubj ROOT prep,PRON VERB ADP,PRP,VBD,IN,nsubj,ROOT,prep,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
316,TR98*0102*2000*01,Chinese,26.0,4.2,"I didn't have a perfect evening out and instead I had <NS type=""FD""><i>a</i><c>an</c></NS> awful evening out. Therefore I would like <NS type=""R"">are refund of my ticket</NS> and I would like <NS type=""FD""><i>a</i><c>an</c></NS> <NS type=""S""><i>apolygists</i><c>apology</c></NS>. <NS type=""R"">Thank you from you</NS>",R,5,1,21,I didn't have a perfect evening out and instead I had an awful evening out. Therefore I would like | and I would like an apology. Thank you from you ,"['and', 'I', 'would']",CC PRP MD,cc nsubj aux,CCONJ PRON VERB,CC,PRP,MD,cc,nsubj,aux,21,I didn't have a perfect evening out and instead I had an awful evening out. Therefore I would like | are refund of my ticket and I would like an apology. Thank you from you ,"['are', 'refund', 'of']",VBP NN IN,ccomp attr prep,AUX NOUN ADP,VBP,NN,IN,ccomp,attr,prep,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
