,student_id,language,overall_score,exam_score,raw_sentence,error_type,error_length,correction_length,correct_error_index,correct_sentence,correct_trigram,correct_trigram_tags,correct_trigram_deps,correct_trigram_poss,correct_trigram_tag_0,correct_trigram_tag_1,correct_trigram_tag_2,correct_trigram_dep_0,correct_trigram_dep_1,correct_trigram_dep_2,incorrect_error_index,incorrect_sentence,incorrect_trigram,incorrect_trigram_tags,incorrect_trigram_deps,incorrect_trigram_poss,incorrect_trigram_tag_0,incorrect_trigram_tag_1,incorrect_trigram_tag_2,incorrect_trigram_dep_0,incorrect_trigram_dep_1,incorrect_trigram_dep_2,0_0_tag,0_1_tag,0_2_tag,1_0_tag,1_1_tag,1_2_tag,2_0_tag,2_1_tag,2_2_tag,0_0_dep,0_1_dep,0_2_dep,1_0_dep,1_1_dep,1_2_dep,2_0_dep,2_1_dep,2_2_dep
0,TR247*0102*2000*02,Russian,25.00,3.2,"<NS type=""RY""><i>At first</i><c>First</c></NS>, I <NS type=""RV""><i>propose</i><c>suggest</c></NS> <NS type=""MA""><c>you</c></NS> <NS type=""FV""><i>to invite</i><c>invite</c></NS> stars and artists not from all <NS type=""MT""><c>over</c></NS> the world, but from only six countries. This change will give <NS type=""M""></NS> <NS type=""MD""><c>the</c></NS> opportunity to <NS type=""R"">create some different performance</NS>.",M,1,1,26,"First, I suggest you invite stars and artists not from all over the world, but from only six countries. This change will give | the opportunity to create some different performance . ","['the', 'opportunity', 'to']",DT NN TO,det dobj aux,DET NOUN PART,DT,NN,TO,det,dobj,aux,26,"First, I suggest you invite stars and artists not from all over the world, but from only six countries. This change will give | the opportunity to create some different performance . ","['the', 'opportunity', 'to']",DT NN TO,det dobj aux,DET NOUN PART,DT,NN,TO,det,dobj,aux,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
11,TR854*0102*2000*02,Japanese,22.00,2.3,"I <NS type=""S""><i>pressume</i><c>presume</c></NS> if the <NS type=""R"">term becomes longer</NS> the festival <NS type=""TV""><i>become</i><c>will become</c></NS> <NS type=""RJ""><i><NS type=""IJ""><i>more excellent</i><c>excellent</c></NS></i><c>better</c></NS><NS type=""RP""><i>. Because</i><c>, because</c></NS> <NS type=""TV""><i>it's</i><c>it'll be</c></NS> <NS type=""FJ""><i>easy</i><c>easier</c></NS> to manage the <NS type=""MP""><i><NS type=""FN""><i>artist</i><c>artists</c></NS></i><c>artists'</c></NS> schedule and <NS type=""MD""><c>the</c></NS> audience can enjoy <NS type=""R"">the live</NS>.",R,3,1,4,"I presume if the | the festival will become better, because it'll be easier to manage the artists' schedule and the audience can enjoy the live . ","['the', 'festival', 'will']",DT NN MD,det nsubj aux,DET NOUN VERB,DT,NN,MD,det,nsubj,aux,4,"I presume if the | term becomes longer the festival will become better, because it'll be easier to manage the artists' schedule and the audience can enjoy the live . ","['term', 'becomes', 'longer']",NN VBZ RBR,nsubj advcl advmod,NOUN VERB ADV,NN,VBZ,RBR,nsubj,advcl,advmod,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
12,TR854*0102*2000*02,Japanese,22.00,2.3,"I <NS type=""S""><i>pressume</i><c>presume</c></NS> if the <NS type=""R"">term becomes longer</NS> the festival <NS type=""TV""><i>become</i><c>will become</c></NS> <NS type=""RJ""><i><NS type=""IJ""><i>more excellent</i><c>excellent</c></NS></i><c>better</c></NS><NS type=""RP""><i>. Because</i><c>, because</c></NS> <NS type=""TV""><i>it's</i><c>it'll be</c></NS> <NS type=""FJ""><i>easy</i><c>easier</c></NS> to manage the <NS type=""MP""><i><NS type=""FN""><i>artist</i><c>artists</c></NS></i><c>artists'</c></NS> schedule and <NS type=""MD""><c>the</c></NS> audience can enjoy <NS type=""R"">the live</NS>.",R,2,1,29,"I presume if the term becomes longer the festival will become better, because it'll be easier to manage the artists' schedule and the audience can enjoy | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,29,"I presume if the term becomes longer the festival will become better, because it'll be easier to manage the artists' schedule and the audience can enjoy | the live. ","['the', 'live', '.']",DT NN .,det dobj punct,DET NOUN PUNCT,DT,NN,.,det,dobj,punct,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
13,TR854*0102*2000*02,Japanese,22.00,3.2,"Here, I <NS type=""TV""><i>write</i><c>will write</c></NS> down one of the rules at my school. ""Whenever the students wear an extra <NS type=""MN""><c>item of</c></NS> <NS type=""RN""><i>cloth</i><c>clothing</c></NS> (because of <NS type=""MD""><c>the</c></NS> cold or something) his or her (not <NS type=""MD""><c>the</c></NS> <NS type=""FN""><i>students</i><c>student</c></NS>!) parents <NS type=""RV""><i>write down</i><c>fill in</c></NS> an application form with their <NS type=""RJ"">authorized</NS> signatures"".",RJ,1,1,49,"Here, I will write down one of the rules at my school. ""Whenever the students wear an extra item of clothing (because of the cold or something) his or her (not the student!) parents fill in an application form with their | signatures"". ","['signatures', '""', '.']",NNS '' .,pobj punct punct,NOUN PUNCT PUNCT,NNS,'',.,pobj,punct,punct,49,"Here, I will write down one of the rules at my school. ""Whenever the students wear an extra item of clothing (because of the cold or something) his or her (not the student!) parents fill in an application form with their | authorized signatures"". ","['authorized', 'signatures', '""']",VBN NNS '',amod pobj punct,VERB NOUN PUNCT,VBN,NNS,'',amod,pobj,punct,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
14,TR854*0102*2000*02,Japanese,22.00,3.2,"You will ask me why<NS type=""RP""><i>, the</i><c>. The</c></NS> reason is <NS type=""R""><i>the</i><c>given</c></NS> above...""<NS type=""DN""><i>unify</i><c>unity</c></NS>"". In addition ""the students must not use any commercial paper bags (<NS type=""RV"">received</NS> at <NS type=""MD""><c>a</c></NS> department store etc)"". Now you know the reason!",RV,1,1,28,"You will ask me why. The reason is given above...""unity"". In addition ""the students must not use any commercial paper bags ( | at a department store etc)"". Now you know the reason! ","['at', 'a', 'department']",IN DT NN,prep det compound,ADP DET NOUN,IN,DT,NN,prep,det,compound,28,"You will ask me why. The reason is given above...""unity"". In addition ""the students must not use any commercial paper bags ( | received at a department store etc)"". Now you know the reason! ","['received', 'at', 'a']",VBN IN DT,acl prep det,VERB ADP DET,VBN,IN,DT,acl,prep,det,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
15,TR854*0102*2000*02,Japanese,22.00,3.2,"<NS type=""L"">Yours faithfully</NS>",L,2,1,0,| ,"['_', '_', '_']",_ _ _,_ _ _,_ _ _,_,_,_,_,_,_,0,| Yours faithfully ,"['Yours', 'faithfully', '_']",PRP RB _,ROOT advmod _,PRON ADV _,PRP,RB,_,ROOT,advmod,_,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
16,TR141*0102*2000*02,Russian,22.00,2.3T,"To sum up I want to tell you <NS type=""SX""><i>bout</i><c>about</c></NS> my suggestions for next year's festival. It would be wonderful to buy some books or <NS type=""S""><i>programms</i><c>programmes</c></NS> with <NS type=""MD""><c>the</c></NS> signatures of all the stars and artists taking part in the festival. Also I think that <NS type=""MD""><c>the</c></NS> dance shows should include different styles of dancing (e.g. <NS type=""MD""><c>the</c></NS> national <NS type=""RN""><i>dancing</i><c>dance</c></NS> of all the countries) to impress <NS type=""MD""><c>the</c></NS> audience and <NS type=""R"">not to bore with the similar scenes</NS>.",R,7,1,70,To sum up I want to tell you about my suggestions for next year's festival. It would be wonderful to buy some books or programmes with the signatures of all the stars and artists taking part in the festival. Also I think that the dance shows should include different styles of dancing (e.g. the national dance of all the countries) to impress the audience and | . ,"['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,70,To sum up I want to tell you about my suggestions for next year's festival. It would be wonderful to buy some books or programmes with the signatures of all the stars and artists taking part in the festival. Also I think that the dance shows should include different styles of dancing (e.g. the national dance of all the countries) to impress the audience and | not to bore with the similar scenes. ,"['not', 'to', 'bore']",RB TO VB,neg aux conj,PART PART VERB,RB,TO,VB,neg,aux,conj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,TR141*0102*2000*02,Russian,22.00,3.2,"These rules are strict and certainly we have <NS type=""MD""><c>an</c></NS> endless number of <NS type=""DJ"">just-so-called</NS> rules. I don't think you will be interested in them.",DJ,1,1,12,These rules are strict and certainly we have an endless number of | rules. I don't think you will be interested in them. ,"['rules', '.', 'I']",NNS . PRP,pobj punct nsubj,NOUN PUNCT PRON,NNS,.,PRP,pobj,punct,nsubj,12,These rules are strict and certainly we have an endless number of | just-so-called rules. I don't think you will be interested in them. ,"['just', '-', 'so']",RB HYPH RB,advmod punct advmod,ADV PUNCT ADV,RB,HYPH,RB,advmod,punct,advmod,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18,TR86*0102*2000*02,German,34.00,4.3,"Okay don't wait, <NS type=""R"">there where you're good at and begin</NS>.",R,7,1,5,"Okay don't wait, | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,5,"Okay don't wait, | there where you're good at and begin. ","['there', 'where', 'you']",RB WRB PRP,advmod advmod nsubj,ADV ADV PRON,RB,WRB,PRP,advmod,advmod,nsubj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,TR582*0102*2000*02,Italian,23.00,4.1,"I have to arrive in time for dinner, because it is the only time <NS type=""RT""><i>in</i><c>at</c></NS> which my family can eat together. For me, it's very <NS type=""DJ""><i>stressfull</i><c>stressful</c></NS> and I usually run a lot to do it. In fact (you know) I like <NS type=""RV"">cheat</NS> with my <NS type=""RP""><i>class mates</i><c>classmates</c></NS> after our lessons.",RV,1,1,48,"I have to arrive in time for dinner, because it is the only time at which my family can eat together. For me, it's very stressful and I usually run a lot to do it. In fact (you know) I like | with my classmates after our lessons. ","['with', 'my', 'classmates']",IN PRP$ NNS,prep poss pobj,ADP DET NOUN,IN,PRP$,NNS,prep,poss,pobj,48,"I have to arrive in time for dinner, because it is the only time at which my family can eat together. For me, it's very stressful and I usually run a lot to do it. In fact (you know) I like | cheat with my classmates after our lessons. ","['cheat', 'with', 'my']",VB IN PRP$,ROOT prep poss,VERB ADP DET,VB,IN,PRP$,ROOT,prep,poss,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
20,TR113*0102*2000*02,Italian,28.00,3.1,"I noticed that the artists were from only six countries <NS type=""R""><NS type=""S""><i>insted</i><c>instead</c></NS> that</NS> from around the world. This <NS type=""RN"">choice</NS> doesn't give many artists the <NS type=""RN""><i>possibility</i><c>opportunity</c></NS> to <NS type=""S""><i>expresse</i><c>express</c></NS> <NS type=""IA""><i>themself</i><c>themselves</c></NS>.",RN,1,1,18,I noticed that the artists were from only six countries instead that from around the world. This | doesn't give many artists the opportunity to express themselves. ,"['does', ""n't"", 'give']",VBZ RB VB,aux neg ROOT,AUX PART VERB,VBZ,RB,VB,aux,neg,ROOT,18,I noticed that the artists were from only six countries instead that from around the world. This | choice doesn't give many artists the opportunity to express themselves. ,"['choice', 'does', ""n't""]",NN VBZ RB,nsubj aux neg,NOUN AUX PART,NN,VBZ,RB,nsubj,aux,neg,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
21,TR113*0102*2000*02,Italian,28.00,3.1,"<NS type=""R"">The very about</NS> young people, the <NS type=""RN""><i>choice</i><c>decision</c></NS> to offer a <NS type=""UP""><i>reasonably-priced</i><c>reasonably priced</c></NS> weekend ticket is <NS type=""FD""><i>a</i><c>an</c></NS> excellent idea because it <NS type=""CE"">brings them to have a contact with all what it art</NS>.",R,3,1,0,"| young people, the decision to offer a reasonably priced weekend ticket is an excellent idea because it brings them to have a contact with all what it art . ","['young', 'people', ',']","JJ NNS ,",amod npadvmod punct,ADJ NOUN PUNCT,JJ,NNS,",",amod,npadvmod,punct,0,"| The very about young people, the decision to offer a reasonably priced weekend ticket is an excellent idea because it brings them to have a contact with all what it art . ","['The', 'very', 'about']",DT RB IN,prep advmod prep,DET ADV ADP,DT,RB,IN,prep,advmod,prep,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,TR113*0102*2000*02,Italian,28.00,3.1,"<NS type=""R"">The very about</NS> young people, the <NS type=""RN""><i>choice</i><c>decision</c></NS> to offer a <NS type=""UP""><i>reasonably-priced</i><c>reasonably priced</c></NS> weekend ticket is <NS type=""FD""><i>a</i><c>an</c></NS> excellent idea because it <NS type=""CE"">brings them to have a contact with all what it art</NS>.",CE,11,1,21,"The very about young people, the decision to offer a reasonably priced weekend ticket is an excellent idea because it | . ","['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,21,"The very about young people, the decision to offer a reasonably priced weekend ticket is an excellent idea because it | brings them to have a contact with all what it art. ","['brings', 'them', 'to']",VBZ PRP TO,advcl dobj aux,VERB PRON PART,VBZ,PRP,TO,advcl,dobj,aux,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,TR113*0102*2000*02,Italian,28.00,3.1,"I hope that my opinion can help you to <NS type=""RV""><i>set</i><c>organize</c></NS> <NS type=""SX""><i>fro</i><c>for</c></NS> <NS type=""UD""><i>the</i></NS> next year a great <NS type=""DJ""><i>internation</i><c>international</c></NS> arts festival <NS type=""R"">alone to young people</NS>.",R,4,1,18,I hope that my opinion can help you to organize for next year a great international arts festival | . ,"['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,18,I hope that my opinion can help you to organize for next year a great international arts festival | alone to young people. ,"['alone', 'to', 'young']",RB IN JJ,advmod prep amod,ADV ADP ADJ,RB,IN,JJ,advmod,prep,amod,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,TR113*0102*2000*02,Italian,28.00,3.1,"Thank you and <NS type=""RN"">greetings</NS>.",RN,1,1,3,Thank you and | . ,"['.', '_', '_']",. _ _,punct _ _,PUNCT _ _,.,_,_,punct,_,_,3,Thank you and | greetings. ,"['greetings', '.', '_']",NNS . _,conj punct _,NOUN PUNCT _,NNS,.,_,conj,punct,_,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
25,TR738*0102*2000*02,Italian,28.00,3.2,"Last <NS type=""RN"">season</NS> I spent two days at the Festival. I enjoyed myself very much, but I think that the organization of the next festival could be better.",RN,1,1,1,"Last | I spent two days at the Festival. I enjoyed myself very much, but I think that the organization of the next festival could be better. ","['I', 'spent', 'two']",PRP VBD CD,nsubj ROOT nummod,PRON VERB NUM,PRP,VBD,CD,nsubj,ROOT,nummod,1,"Last | season I spent two days at the Festival. I enjoyed myself very much, but I think that the organization of the next festival could be better. ","['season', 'I', 'spent']",NN PRP VBD,npadvmod nsubj ROOT,NOUN PRON VERB,NN,PRP,VBD,npadvmod,nsubj,ROOT,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
26,TR738*0102*2000*02,Italian,28.00,3.2,"First of all, as I see it the idea of an Arts Festival is great because in this way many people can <NS type=""RV""><i>know</i><c>get to know</c></NS> artists who <NS type=""AGV""><i><NS type=""S""><i>cames</i><c>comes</c></NS></i><c>come</c></NS> from different countries. Unfortunately, in the last <NS type=""RN"">edition</NS> <NS type=""R""><i>there were</i><c>the</c></NS> artists <NS type=""UA""><i>who</i></NS> <NS type=""S""><i>cames</i><c>came</c></NS> from only six countries, so I think you should invite artists from other countries, for example from Africa.",RN,1,1,38,"First of all, as I see it the idea of an Arts Festival is great because in this way many people can get to know artists who come from different countries. Unfortunately, in the last | the artists came from only six countries, so I think you should invite artists from other countries, for example from Africa. ","['the', 'artists', 'came']",DT NNS VBD,det nsubj ccomp,DET NOUN VERB,DT,NNS,VBD,det,nsubj,ccomp,38,"First of all, as I see it the idea of an Arts Festival is great because in this way many people can get to know artists who come from different countries. Unfortunately, in the last | edition the artists came from only six countries, so I think you should invite artists from other countries, for example from Africa. ","['edition', 'the', 'artists']",NN DT NNS,pobj det nsubj,NOUN DET NOUN,NN,DT,NNS,pobj,det,nsubj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
